Coordination,r1_c36,r2_c36,r3_c36
Seesaw,7.684,21.734,8.404
Seesaw,8.137,19.406,8.111
Seesaw,8.048,19.841,8.283
Seesaw,5.91,17.475,7.752
Seesaw,7.993,20.621,8.161
Seesaw,8.12,19.746,7.957
Seesaw,9.071,19.29,7.879
Seesaw,7.523,18.879,8.324
Seesaw,8.009,17.445,7.621
Seesaw,7.728,18.946,7.869
Seesaw,8.03,21.625,7.357
Seesaw,8.001,18.231,6.7
Seesaw,6.806,17.715,6.535
Seesaw,6.819,20.641,7.419
Seesaw,7.272,26.317,6.533
Seesaw,8.435,18.358,8.31
Seesaw,8.519,20.045,8.086
Seesaw,7.267,19.167,7.758
Seesaw,7.195,20.434,6.986
Seesaw,8.414,22.708,7.738
Seesaw,8.316,18.902,8.578
Seesaw,7.567,15.882,7.608
Seesaw,7.336,14.999,7.279
Seesaw,6.864,23.014,8.747
Seesaw,7.658,23.222,8.189
Seesaw,8.723,25.865,9.071
Seesaw,8.172,18.855,8.437
Seesaw,6.215,22.846,7.965
Seesaw,8.201,26.532,8.997
Seesaw,8.689,22.625,7.723
Seesaw,6.615,29.312,7.559
Seesaw,5.806,24.917,8.103
Seesaw,8.63,24.794,6.775
Seesaw,6.597,23.795,8.49
Seesaw,8.457,27.688,8.602
Seesaw,8.379,21.859,8.285
Seesaw,7.562,15.682,8.524
Seesaw,7.691,26.085,8.463
Seesaw,7.56,24.644,8.2
Seesaw,7.803,23.494,7.483
Seesaw,8.45,20.238,8.676
Seesaw,7.288,20.773,8.065
Seesaw,7.179,22.086,8.928
Seesaw,8.575,17.074,8.298
Seesaw,8.503,14.743,7.768
Seesaw,6.127,33.362,7.426
Seesaw,7.724,35.75,8.31
Seesaw,7.455,43.528,9.079
Seesaw,7.873,38.558,8.56
Seesaw,6.32,44.376,7.5
Seesaw,8.804,36.62,7.81
Seesaw,8.892,39.086,7.624
Seesaw,6.933,35.044,8.54
Seesaw,8.115,41.084,9.153
Seesaw,6.021,39.917,7.863
Seesaw,7.761,43.91,8.38
Seesaw,8.357,37.914,8.555
Seesaw,8.114,45.064,8.733
Seesaw,7.192,43.417,8.818
Seesaw,6.642,29.784,8.013
Seesaw,7.486,13.233,8.732
Seesaw,7.259,5.252,7.678
Seesaw,6.49,5.003,7.851
Seesaw,7.649,27.556,7.972
Seesaw,7.417,25.558,8.278
Seesaw,8.667,32.529,7.781
Seesaw,8.866,36.751,6.883
Seesaw,7.947,42.398,7.45
Seesaw,7.764,43.126,7.774
Seesaw,6.803,36.42,7.485
Seesaw,8.186,35.706,8.094
Seesaw,7.372,36.125,7.107
Seesaw,8.29,35.759,7.953
Seesaw,7.046,33.978,8.236
Seesaw,7.517,38.184,8.876
Seesaw,6.241,32.825,7.039
Seesaw,8.388,38.468,8.638
Seesaw,8.815,38.234,8.089
Seesaw,8.322,36.437,7.642
Seesaw,8.502,33.657,8.505
Seesaw,8.18,40.711,8.933
Seesaw,6.698,41.9,9.029
Seesaw,7.079,43.052,7.296
Seesaw,8.584,46.544,8.383
Seesaw,8.045,45.88,8.196
Seesaw,8.172,45.694,6.954
Seesaw,8.804,47.176,7.501
Seesaw,8.113,49.312,9.111
Seesaw,7.288,46.55,7.558
Seesaw,8.525,47.479,6.523
Seesaw,8.96,48.274,7.381
Seesaw,9.021,40.607,6.779
Seesaw,8.178,45.219,8.826
Seesaw,8.881,47.885,8.262
Seesaw,8.051,46.378,8.337
Seesaw,7.956,43.755,8.395
Seesaw,8.425,42.921,7.863
Seesaw,7.751,33.682,8.834
Seesaw,7.885,28.851,7.67
Seesaw,5.75,39.465,7.088
Seesaw,8.473,15.024,6.869
Seesaw,8.109,43.358,8.4
Seesaw,8.013,46.68,7.943
Seesaw,7.382,41.441,8.287
Seesaw,7.737,41.407,7.429
Seesaw,7.407,43.515,8.787
Seesaw,7.611,25.642,6.967
Seesaw,7.703,34.332,8.36
Seesaw,5.936,41.777,7.516
Seesaw,8.316,42.663,7.504
Seesaw,9.145,47.613,7.695
Seesaw,8.302,48.851,8.622
Seesaw,7.073,44.016,8.447
Seesaw,8.831,42.641,7.622
Seesaw,8.477,38.725,7.63
Seesaw,8.5,44.782,7.963
Seesaw,7.67,43.1,7.822
Seesaw,6.593,40.253,8.48
Seesaw,6.539,39.305,9.417
Seesaw,7.939,36.437,8.464
Seesaw,8.514,36.634,8.155
Seesaw,8.649,26.741,8.049
Seesaw,6.994,23.346,8.474
Seesaw,8.167,21.235,8.815
Seesaw,7.046,20.105,7.594
Seesaw,7.428,23.015,8.255
Seesaw,7.955,29.379,8.317
Seesaw,7.963,25.012,8.941
Seesaw,8.262,26.041,8.988
Seesaw,7.938,34.865,8.748
Seesaw,8.481,32.063,8.767
Seesaw,8.32,40.156,7.39
Seesaw,8.121,39.229,8.326
Seesaw,7.365,34.558,8.929
Seesaw,7.658,20.964,7.872
Seesaw,8.16,27.769,7.755
Seesaw,6.633,31.06,8.55
Seesaw,7.729,23.731,9.251
Seesaw,7.705,37.575,6.946
Seesaw,7.699,34.728,8.848
Seesaw,8.079,27.431,8.522
Seesaw,7.212,31.672,8.343
Seesaw,8.369,27.982,8.103
Seesaw,8.292,41.153,7.509
Seesaw,8.189,36.873,8.124
Seesaw,8.107,32.665,8.598
Seesaw,7.361,35.197,7.862
Seesaw,7.206,39.297,5.32
Seesaw,8.078,49.913,8.234
Seesaw,8.343,48.939,7.663
Seesaw,8.427,50.648,8.853
Seesaw,8.926,37.147,7.133
Seesaw,7.828,37.638,7.971
Seesaw,7.832,56.023,8.339
Seesaw,7.152,64.923,8.497
Seesaw,8.138,45.209,6.649
Seesaw,7.315,50.577,8.246
Seesaw,7.104,45.809,8.97
Seesaw,8.279,63.363,7.377
Seesaw,7.478,44.715,8.952
Seesaw,7.759,36.482,8.411
Seesaw,7.597,51.839,7.677
Seesaw,8.046,45.089,8.614
Seesaw,8.396,54.035,8.095
Seesaw,8.103,47.941,8.761
Seesaw,8.628,43.336,7.727
Seesaw,6.748,45.315,8.538
Seesaw,7.715,35.199,6.862
Seesaw,7.063,35.202,8.88
Seesaw,7.426,37.076,8.542
Seesaw,7.444,41.036,8.192
Seesaw,8.528,35.82,7.871
Seesaw,6.364,42.969,6.86
Seesaw,8.048,42.797,8.096
Seesaw,7.676,39.533,7.367
Seesaw,7.562,43.587,6.649
Seesaw,7.136,37.565,7.493
Seesaw,8.571,38.759,6.734
Seesaw,8.894,41.993,6.861
Seesaw,7.047,37.455,7.993
Seesaw,7.904,39.527,7.467
Seesaw,8.019,38.764,7.486
Seesaw,8.156,26.342,7.621
Seesaw,7.69,24.131,8.872
Seesaw,8.751,27.968,8.705
Seesaw,7.741,21.738,7.572
Seesaw,7.751,22.751,8.154
Seesaw,7.934,26.042,7.591
Seesaw,8.804,25.427,6.41
Seesaw,7.591,28.96,8.101
Seesaw,8.074,32.044,7.713
Seesaw,8.051,31.848,7.722
Seesaw,8.661,30.739,7.722
Seesaw,8.168,33.489,8.014
Seesaw,7.909,29.849,8.717
Seesaw,8.734,32.751,7.521
Seesaw,8.942,32.05,7.459
Seesaw,8.231,45.422,8.546
Seesaw,6.562,42.539,8.776
Seesaw,8.693,36.24,8.001
Seesaw,8.049,41.564,8.585
Seesaw,8.324,32.382,8.108
Seesaw,7.471,27.46,7.063
Seesaw,6.474,36.483,7.768
Seesaw,8.457,31.824,8.958
Seesaw,8.495,29.44,8.561
Seesaw,7.391,30.603,6.2
Seesaw,8.292,33.985,7.974
Seesaw,8.627,27.384,6.976
Seesaw,7.71,37.059,7.16
Seesaw,8.122,32.155,7.668
Seesaw,7.207,27.326,7.951
Seesaw,6.67,25.635,7.43
Seesaw,8.062,30.442,6.381
Seesaw,9.037,39.143,8.65
Seesaw,8.162,39.789,9.278
Seesaw,9.033,35.421,9.245
Seesaw,8.318,39.827,7.279
Seesaw,7.076,42.322,8.833
Seesaw,7.894,51.227,8.939
Seesaw,6.853,47.857,7.539
Seesaw,7.52,57.269,8.429
Seesaw,8.714,58.76,8
Seesaw,7.449,49.835,7.619
Seesaw,5.777,50.898,8.139
Seesaw,7.942,48.154,8.377
Seesaw,8.736,45.955,8.523
Seesaw,7.062,40.031,7.384
Seesaw,8.971,48.976,8.206
Seesaw,8.569,49.21,8.02
Seesaw,8.241,47.888,8.977
Seesaw,7.514,48.151,9.035
Seesaw,6.121,38.114,8.697
Seesaw,7.651,56.98,8.794
Seesaw,7.779,74.239,7.217
Seesaw,8.747,68.684,7.313
Seesaw,5.759,67.569,7.542
Seesaw,4.867,36.822,6.76
Seesaw,8.722,32.451,8.251
Seesaw,8.117,44.646,6.689
Seesaw,7.369,50.481,9.17
Seesaw,7.796,63.153,7.066
Seesaw,8.067,71.341,6.57
Seesaw,6.52,81.127,8.101
Seesaw,8.1,85.589,7.774
Seesaw,8.586,85.79,7.379
Seesaw,8.362,84.765,7.417
Seesaw,7.422,86.976,7.414
Seesaw,6.251,81.299,9.514
Seesaw,6.184,88.55,7.804
Seesaw,7.702,86.287,8.41
Seesaw,7.669,86.475,8.026
Seesaw,7.996,83.269,6.826
Seesaw,7.411,86.516,9.034
Seesaw,8.852,87.078,6.142
Seesaw,8.783,80.505,7.169
Seesaw,7.014,84.931,8.794
Seesaw,7.844,84.176,8.118
Seesaw,8.45,77.256,6.564
Seesaw,7.647,85.966,8.018
Seesaw,7.86,78.253,6.64
Seesaw,7.508,84.214,7.998
Seesaw,7.372,86.284,7.749
Seesaw,7.525,79.579,6.965
Seesaw,8.573,79.895,7.785
Seesaw,7.01,80.441,8.182
Seesaw,6.062,85.418,7.742
Seesaw,7.256,83.511,8.762
Seesaw,8.227,84.76,8.9
Seesaw,8.293,88.116,7.484
Seesaw,7.34,78.38,7.858
Seesaw,8.257,73.666,7.01
Seesaw,6.926,68.128,8.905
Seesaw,6.781,62.851,8.232
Seesaw,6.662,63.326,7.116
Seesaw,8.078,63.982,7.044
Seesaw,8.156,68.421,7.061
Seesaw,8.311,72.868,7.442
Seesaw,7.457,75.36,8.331
Seesaw,7.989,65.05,7.507
Seesaw,7.758,71.611,6.564
Seesaw,7.143,78.727,6.204
Seesaw,7.825,78.278,8.482
Seesaw,8.142,80.073,7.253
Seesaw,6.723,72.37,8.094
Seesaw,8.251,73.099,6.642
Seesaw,8.436,76.932,9.162
Seesaw,8.438,75.803,7.776
Seesaw,7.666,80.576,7.423
Seesaw,8.235,74.24,8.484
Seesaw,7.544,76.027,5.861
Seesaw,8.082,76.387,7.588
Seesaw,6.163,78.773,8.31
Seesaw,8.826,75.818,7.901
Seesaw,8.321,73.119,8.638
Seesaw,8.125,89.209,8.781
Seesaw,7.658,78.567,8.517
Seesaw,6.822,78.538,7.955
Seesaw,7.867,78.645,7.773
Seesaw,7.044,84.661,8.358
Seesaw,8.263,86.066,6.781
Seesaw,7.908,76.654,8.325
Seesaw,7.635,74.103,8.536
Seesaw,5.879,78.763,8.422
Seesaw,6.867,78.072,6.194
Seesaw,7.405,77.702,8.076
Seesaw,8.212,72.753,6.258
Seesaw,8.732,72.887,8.185
Seesaw,8.1,77.467,6.122
Seesaw,6.661,69.804,8.861
Seesaw,8.277,75.19,8.881
Seesaw,8.292,78.015,7.228
Seesaw,7.257,81.503,7.637
Seesaw,7.085,81.4,6.56
Seesaw,8.665,68.147,6.98
Seesaw,6.362,79.858,8.062
Seesaw,7.277,76.022,7.349
Seesaw,7.545,71.056,7.88
Seesaw,8.735,70.163,7.697
Seesaw,7.234,62.068,5.937
Seesaw,8.349,60.097,8.072
Seesaw,8.561,56.37,5.716
Seesaw,7.977,68.92,7.682
Seesaw,7.024,77.855,8.189
Seesaw,8.258,72.788,7.69
Seesaw,7.576,76.367,6.968
Seesaw,6.647,75.06,7.81
Seesaw,8.029,81.239,8.243
Seesaw,8.627,78.541,7.367
Seesaw,7.992,80.968,7.758
Seesaw,8.728,82.447,8.782
Seesaw,8.354,79.26,8.347
Seesaw,5.374,83.001,8.892
Seesaw,8.082,84.391,8.516
Seesaw,8.29,86.81,7.025
Seesaw,8.882,85.799,7.77
Seesaw,7.433,84.88,7.087
Seesaw,6.545,84.831,7.913
Seesaw,5.739,83.717,8.009
Seesaw,6.125,87.222,8.441
Seesaw,7.892,85.821,8.449
Seesaw,8.016,82.628,8.306
Seesaw,7.117,83.143,8.241
Seesaw,8.039,81.283,8.459
Seesaw,8.176,84.451,8.741
Seesaw,7.218,83.416,9.059
Seesaw,8.115,84.633,7.835
Seesaw,6.871,85.169,7.662
Seesaw,7.239,83.341,8.686
Seesaw,7.494,82.229,9.351
Seesaw,8.462,78.846,9.165
Seesaw,8.231,85.51,8.689
Seesaw,8.315,84.612,8.053
Seesaw,8.193,83.557,8.399
Seesaw,8.498,78.196,8.235
Seesaw,7.833,81.232,8.245
Seesaw,7.765,83.69,8.312
Seesaw,8.608,83.216,8.394
Seesaw,7.657,79.858,8.359
Seesaw,7.489,79.986,7.912
Seesaw,8.277,77.207,8.703
Seesaw,6.768,74.793,7.662
Seesaw,7.833,80.383,7.572
Seesaw,7.917,79.38,9.317
Seesaw,7.069,73.609,9.17
Seesaw,6.77,79.444,8.301
Seesaw,7.542,82.708,8.521
Seesaw,7.079,77.333,7.05
Seesaw,7.352,72.668,7.573
Seesaw,7.032,75.552,7.81
Seesaw,8.758,80.706,8.155
Seesaw,6.742,78.45,7.239
Seesaw,7.464,76.93,8.383
Seesaw,6.917,78.929,8.054
Seesaw,8.821,76.263,7.158
Seesaw,6.22,80.202,7.063
Seesaw,8.243,82.471,8.241
Seesaw,6.737,86.055,8.764
Seesaw,7.488,79.39,8.493
Seesaw,7.06,77.834,8.576
Seesaw,8.158,81.68,7.775
Seesaw,7.322,92.606,8.571
Seesaw,8.292,92.681,8.702
Seesaw,6.124,75.9,8.257
Seesaw,6.425,90.784,8.381
Seesaw,7.533,90.84,8.586
Seesaw,7.113,87.612,8.746
Seesaw,7.034,88.177,8.362
Seesaw,8.24,69.686,8.336
Seesaw,8.113,89.703,8.434
Seesaw,8.738,91.769,8.332
Seesaw,8.855,90.924,7.568
Seesaw,8.146,92.201,7.673
Seesaw,8.646,91.753,8.366
Seesaw,8.155,88.42,8.805
Seesaw,8.645,90.232,7.359
Seesaw,6.652,90.867,8.125
Seesaw,9.067,89.275,8.305
Seesaw,8.063,88.783,7.227
Seesaw,7.334,83.618,7.975
Seesaw,7.681,86.463,7.991
Seesaw,8.563,79.564,8.606
Seesaw,6.261,89.591,7.532
Seesaw,7.392,83.098,8.135
Seesaw,6.556,91.45,7.582
Seesaw,8.048,88.023,7.777
Seesaw,7.74,87.458,8.302
Seesaw,5.951,83.615,7.769
Seesaw,5.628,84.059,6.832
Seesaw,6.895,88.414,8.066
Seesaw,8.076,90.418,8.577
Seesaw,6.484,82.884,8.558
Seesaw,8.713,80.564,8.225
Seesaw,8.29,74.171,8.571
Seesaw,7.808,91.647,8.078
Seesaw,7.518,84.448,8.55
Seesaw,7.521,56.343,8.922
Seesaw,7.808,73.973,6.706
Seesaw,7.934,60.593,8.268
Seesaw,8.472,60.366,7.866
Seesaw,8.433,64.524,8.127
Seesaw,7.191,80.424,8.672
Seesaw,7.728,70.691,8.456
Seesaw,7.638,73.748,8.279
Seesaw,8.041,78.573,7.166
Seesaw,7.276,83.506,9.106
Seesaw,7.812,76.496,9.142
Seesaw,8.652,79.986,8.8
Seesaw,6.825,73.576,8.711
Seesaw,9.174,77.107,8.453
Seesaw,7.721,74.986,8.032
Seesaw,7.89,78.786,7.848
Seesaw,8.365,78.462,7.954
Seesaw,7.325,73.393,8.55
Seesaw,8.901,75.741,7.594
Seesaw,8.408,75.216,7.949
Seesaw,7.123,73.359,7.573
Seesaw,7.737,71.975,7.857
Seesaw,6.185,72.592,7.939
Seesaw,6.962,72.972,6.855
Seesaw,8.75,78.691,7.382
Seesaw,6.748,70.295,7.466
Seesaw,7.841,77.679,7.462
Seesaw,7.728,71.841,8.692
Seesaw,7.896,78.385,7.727
Seesaw,8.351,78.112,8.334
Seesaw,8.12,73.372,7.762
Seesaw,8,75.92,8.685
Seesaw,7.176,71.52,7.461
Seesaw,6.561,73.138,7.677
Seesaw,8.091,72.995,8.269
Seesaw,8.552,71.678,7.286
Seesaw,8.574,73.767,8.029
Seesaw,8.567,68.928,8.399
Seesaw,7.802,73.438,8.429
Seesaw,6.217,71.543,7.049
Seesaw,7.394,75.817,7.334
Seesaw,7.897,73.75,8.625
Seesaw,6.843,76.809,6.96
Seesaw,7.727,73.732,5.905
Seesaw,6.193,77.665,8.585
Seesaw,7.505,72.517,8.194
Seesaw,7.789,83.983,7.455
Seesaw,7.186,82.195,9.025
Seesaw,7.1,88.952,8.228
Seesaw,7.177,85.608,8.138
Seesaw,7.798,84.162,8.182
Seesaw,8.79,76.246,7.911
Seesaw,6.621,80.802,9.304
Seesaw,7.357,63.518,8.754
Seesaw,8.388,76.608,7.39
Seesaw,7.753,72.48,7.776
Seesaw,8.938,74.155,8.447
Seesaw,8.409,71.826,9.246
Seesaw,6.562,70.478,8.852
Seesaw,8.417,70.968,7.728
Seesaw,7.551,66.718,8.391
Seesaw,8.347,64.278,9.096
Seesaw,6.82,60.677,7.106
Seesaw,9.167,66.776,8.588
Seesaw,7.329,76.35,8.57
Seesaw,8.204,80.541,8.139
Seesaw,8.71,76.906,7.914
Seesaw,7.516,90.293,8.18
Seesaw,8.448,76.055,8.489
Seesaw,7.857,81.352,7.853
Seesaw,7.9,75.854,8.483
Seesaw,8.164,79.226,8.467
Seesaw,8.32,78.209,7.635
Seesaw,8.186,79.96,8.065
Seesaw,7.489,77.634,7.339
Seesaw,8.192,79.545,9.287
Seesaw,6.936,81.404,7.997
Seesaw,8.864,76.452,7.309
Seesaw,7.865,82.817,8.669
Seesaw,7.167,83.141,9.21
Seesaw,7.768,81.416,8.354
Seesaw,7.659,82.498,8.831
Seesaw,8.514,83.588,7.556
Seesaw,8.081,78.372,8.022
Seesaw,8.005,81.844,8.25
Seesaw,6.852,82.012,8.678
Seesaw,6.678,81.413,7.975
Seesaw,6.877,81.103,8.85
Seesaw,8.03,78.889,6.785
Seesaw,9.035,78.048,8.688
Seesaw,7.515,79.36,6.76
Seesaw,8.211,77.953,7.443
Seesaw,8.254,77.756,8.957
Seesaw,6.464,79.357,8.004
Seesaw,6.954,79.877,8.345
Seesaw,6.146,78.746,8.572
Seesaw,8.384,77.964,8.373
Seesaw,7.613,76.18,8.95
Seesaw,6.217,75.046,7.62
Seesaw,8.301,76.086,8.706
Seesaw,6.802,67.73,7.904
Seesaw,6.516,70.075,8.166
Seesaw,8.278,70.137,8.632
Seesaw,7.751,75.298,7.842
Seesaw,8.689,72.028,8.451
Seesaw,8.175,72.182,7.631
Seesaw,7.511,79.461,6.582
Seesaw,7.552,74.807,8.457
Seesaw,7.204,68.842,6.885
Seesaw,8.116,34.624,8.649
Seesaw,6.641,47.823,6.582
Seesaw,7.25,73.575,8.995
Seesaw,7.938,70.322,8.534
Seesaw,8.796,72.9,7.815
Seesaw,6.777,65.075,7.904
Seesaw,8.035,88.361,8.287
Seesaw,8.626,82.529,8.432
Seesaw,7.826,79.758,7.609
Seesaw,8.105,69.964,9.078
Seesaw,6.915,64.215,8.571
Seesaw,7.314,63.725,7.552
Seesaw,7.281,69.319,8.292
Seesaw,7.8,64.46,7.024
Seesaw,8.864,54.803,7.66
Seesaw,8.339,60.758,7.412
Seesaw,7.545,68.903,8.211
Seesaw,6.915,72.657,5.961
Seesaw,8.714,74.085,7.998
Seesaw,8.077,74.002,7.314
Seesaw,7.927,65.651,7.959
Seesaw,8.781,56.95,8.435
Seesaw,8.928,52.312,8.183
Seesaw,8.382,30.22,8.125
Seesaw,7.93,50.429,8.621
Seesaw,7.581,30.855,8.335
Seesaw,8.859,33.719,7.741
Seesaw,7.982,51.64,8.804
Seesaw,8.721,40.068,6.911
Seesaw,8.37,53.719,9.028
Seesaw,7.384,25.071,8.125
Seesaw,8.172,60.846,8.672
Seesaw,8.166,67.147,7.63
Seesaw,7.586,89.564,6.608
Seesaw,8.627,84.476,8.524
Seesaw,6.833,74.926,8.044
Seesaw,8.5,80.677,8.072
Seesaw,7.092,69.861,6.514
Seesaw,7.765,86.767,7.616
Seesaw,8.963,80.636,7.027
Seesaw,8.211,81.312,8.928
Seesaw,8.06,75.492,8.584
Seesaw,7.427,85.183,7.78
Seesaw,8.096,85.63,6.815
Seesaw,7.065,89.303,8.168
Seesaw,8.144,88.017,8.648
Seesaw,7.942,88.243,8.139
Seesaw,7.743,89.792,8.617
Seesaw,8.712,87.934,8.827
Seesaw,7.517,87.948,8.002
Seesaw,7.97,80.306,8.059
Seesaw,9.068,81.485,7.082
Seesaw,9.11,86.531,8.198
Seesaw,8.186,86.067,8.113
Seesaw,6.436,82.157,8.524
Seesaw,7.649,81.668,8.696
Seesaw,8.568,81.008,8.566
Seesaw,5.666,78.029,7.449
Seesaw,7.16,72.269,8.63
Seesaw,8.411,71.254,9.484
Seesaw,7.723,79.933,8.968
Seesaw,8.396,73.443,7.474
Seesaw,7.931,72.865,8.647
Seesaw,8.088,80.159,8.473
Seesaw,8.575,90.224,8.28
Seesaw,6.473,85.011,8.287
Seesaw,8.207,85.22,8.646
Seesaw,6.578,79.607,7.074
Seesaw,7.89,78.119,6.987
Seesaw,7.921,75.813,8.308
Seesaw,7.203,79.785,8.732
Seesaw,7.633,79.653,8.938
Seesaw,8.695,79.373,9.111
Seesaw,8.458,77.079,8.691
Seesaw,8.741,79.041,9.295
Seesaw,7.245,74.392,8.303
Seesaw,7.775,68.317,8.477
Seesaw,7.85,40.856,8.175
Seesaw,8.48,47.255,7.549
Seesaw,6.653,41.532,8.936
Seesaw,6.906,38.994,7.164
Seesaw,8.454,29.741,9.319
Seesaw,7.512,32.665,8.572
Seesaw,7.985,30.597,7.978
Seesaw,8.16,24.959,7.091
Seesaw,8.199,25.748,9.093
Seesaw,7.937,23.948,9.014
Seesaw,7.587,11.29,6.39
Seesaw,8.538,26.662,8.135
Seesaw,7.987,33.34,8.002
Seesaw,7.94,34.023,8.663
Seesaw,7.299,57.855,7.715
Seesaw,7.559,90.465,9.174
Seesaw,8.617,88.327,8.774
Seesaw,7.651,87.733,8.226
Seesaw,9.077,88.981,8.638
Seesaw,7.275,86.248,7.39
Seesaw,8.846,83.065,9.181
Seesaw,7.483,83.248,7.565
Seesaw,8.661,84.575,8.667
Seesaw,6.078,81.697,8.3
Seesaw,7.651,81.032,9.189
Seesaw,7.73,80.716,7.819
Seesaw,9.032,85.559,5.969
Seesaw,7.227,82.164,7.508
Seesaw,9.101,80.204,7.319
Seesaw,7.383,84.14,9.444
Seesaw,8.269,83.767,8.445
Seesaw,8.312,82.16,7.727
Seesaw,8.611,90.944,8.389
Seesaw,8.612,88.423,7.563
Seesaw,8.285,81.027,8.681
Seesaw,8.028,70.53,9.262
Seesaw,7.513,84.778,6.812
Seesaw,8.686,75.865,8.059
Seesaw,9.158,78.438,8.371
Seesaw,8.441,84.444,8.048
Seesaw,6.643,84.061,9.074
Seesaw,7.562,82.186,8.005
Seesaw,8.438,78.473,8.528
Seesaw,8.729,70.459,8.634
Seesaw,7.232,88.041,9.013
Seesaw,7.297,82.703,8.884
Seesaw,7.848,85.795,8.141
Seesaw,9.072,82.141,8.535
Seesaw,9.046,78.062,7.241
Seesaw,7.471,80.949,7.719
Seesaw,9.133,73.881,8.973
Seesaw,7.327,70.165,7.337
Seesaw,6.783,69.38,8.678
Seesaw,9.098,74.04,8.243
Seesaw,7.972,75.95,8.87
Seesaw,8.794,68.972,8.923
Seesaw,7.727,71.798,8.681
Seesaw,8.179,65.947,7.066
Seesaw,6.448,62.658,8.604
Seesaw,7.765,72.277,9.386
Seesaw,8.879,69.718,8.881
Seesaw,8.248,77.781,8.571
Seesaw,7.768,76.392,8.547
Seesaw,6.811,72.474,8.579
Seesaw,7.701,81.508,7.776
Seesaw,7.621,78.334,9.298
Seesaw,9.262,85.397,9.055
Seesaw,8.634,90.507,7.149
Seesaw,6.377,88.119,8.419
Seesaw,7.432,84.224,8.631
Seesaw,7.818,78.904,7.007
Seesaw,7.253,87.014,7.652
Seesaw,8.908,86.353,7.794
Seesaw,8.209,56.282,7.92
Seesaw,8.371,52.032,8.715
Seesaw,8.656,25.829,8.889
Seesaw,7.854,52.328,8.422
Seesaw,8.758,44.368,9.076
Seesaw,7.207,67.315,8.613
Seesaw,7.361,69.228,9.164
Seesaw,7.192,69.493,8.623
Seesaw,7.476,71.745,6.338
Seesaw,7.985,65.74,8.047
Seesaw,7.68,55.193,7.587
Seesaw,8.959,61.095,8.431
Seesaw,8.48,50.078,8.104
Seesaw,7.814,24.935,9.32
Seesaw,7.301,26.04,7.908
Seesaw,8.636,15.762,7.992
Seesaw,7.339,28.138,8.026
Seesaw,6.944,29.868,8.395
Seesaw,6.646,34.506,8.333
Seesaw,8.671,57.257,8.99
Seesaw,6.983,57.208,9.36
Seesaw,7.334,57.104,7.916
V-trigonal-bipyramid,1.964,1.964,1.964
V-trigonal-bipyramid,2.286,2.527,1.766
V-trigonal-bipyramid,1.821,2.493,2.148
V-trigonal-bipyramid,2.268,2.521,2.079
V-trigonal-bipyramid,1.308,3.227,2.005
V-trigonal-bipyramid,1.832,1.63,1.454
V-trigonal-bipyramid,2.099,2.694,2.331
V-trigonal-bipyramid,1.723,2.025,1.951
V-trigonal-bipyramid,2.997,3,1.786
V-trigonal-bipyramid,2.638,1.858,1.628
V-trigonal-bipyramid,2.405,1.423,1.663
V-trigonal-bipyramid,2.226,2.53,3.15
V-trigonal-bipyramid,1.853,1.841,2.141
V-trigonal-bipyramid,2.452,1.696,1.69
V-trigonal-bipyramid,2.921,1.751,1.545
V-trigonal-bipyramid,2.919,1.518,1.592
V-trigonal-bipyramid,2.37,2.719,2.049
V-trigonal-bipyramid,1.67,1.79,1.98
V-trigonal-bipyramid,2.046,1.596,2.784
V-trigonal-bipyramid,2.105,2.229,1.264
V-trigonal-bipyramid,1.851,2.009,1.639
V-trigonal-bipyramid,2.134,1.91,2.074
V-trigonal-bipyramid,1.838,2.7,2.1
V-trigonal-bipyramid,1.922,3.231,2.055
V-trigonal-bipyramid,2.402,2.475,2.42
V-trigonal-bipyramid,2.393,2.277,1.946
V-trigonal-bipyramid,2.458,2.642,2.285
