Tetrahedral	Seesaw	V-trigonal-bipyramid
0.124	8.948	3.213
0.653	7.668	2.588
0.669	7.413	2.953
0.587	7.159	2.743
1.311	6.007	3.765
0.468	8.12	3.257
0.157	8.728	2.755
0.351	7.258	2.787
0.199	8.657	3.06
0.747	8.742	2.78
0.605	6.303	3.511
0.402	8.435	2.995
0.288	8.023	2.866
7.122	0.511	6.573
2.843	3.815	2.587
2.178	4.295	1.338
1.9	4.949	1.597
5.487	0.98	4.931
4.974	2.102	3.171
1.385	7.225	1.146
1.701	5.663	1.093
3.037	3.036	1.811
2.023	6.645	0.46
2.447	6.999	0.564
2.997	5.735	1.057
1.52	6.547	0.843
2.793	4.774	1.583
0.925	7.013	1.308
2.718	6.466	1.04
0.254	8.159	2.822
1.634	7.225	0.923
5.827	1.598	4.098
2.426	7.33	0.486
2.871	4.829	0.742
2.341	6.679	0.653
2.147	5.945	0.908
1.712	7.949	0.853
2.931	3.648	1.712
2.588	5.929	0.772
8.784	0.754	8.035
10.185	0.296	8.107
8.997	0.574	7.959
7.445	0.375	6.272
8.318	0.415	7.254
7.31	0.683	6.026
7.921	0.298	6.953
2.095	5.451	1.037
2.26	7.745	0.684
2.776	4.161	1.589
1.642	5.477	1.096
1.183	7.586	1.028
0.4	8.487	2.885
2.573	6.074	0.833
2.313	5.141	1.167
0.798	6.977	1.785
1.47	6.925	0.845
2.45	4.854	1.252
2.237	6.37	0.994
2.623	7.011	0.261
1.238	7.504	0.972
3.328	3.642	1.711
1.512	6.889	1.141
1.104	8.019	1.105
2.558	5.821	1.232
4.642	1.644	5.079
1.777	6.717	1.142
2.524	6.881	0.321
1.744	5.833	1.449
2.539	5.305	1.604
2.307	4.74	1.06
2.554	4.737	1.344
0.316	8.312	2.83
1.965	5.014	1.32
1.395	7.558	2.339
5.434	1.077	4.768
2.471	4.472	1.281
1.829	7.615	0.555
6.369	0.906	5.36
1.638	7.265	0.93
1.297	7.631	0.697
2.442	4.079	1.498
4.687	1.106	4.109
2.887	6.122	0.932
3.251	4.45	1.556
1.025	6.955	1.231
1.784	7.794	0.803
2.313	5.844	0.802
3.312	4.325	1.052
2.116	5.517	0.894
2.306	6.185	0.397
2.086	7.87	0.341
3.049	7.408	0.262
2.047	7.452	0.549
1.96	7.826	0.463
1.959	6.136	0.889
2.301	6.831	0.415
2.001	7.005	0.423
2.738	6.374	0.668
1.353	6.9	1.31
3.23	5.061	1.212
1.893	6.439	0.703
1.76	7.983	0.581
2.226	7.319	0.533
0.191	8.425	2.741
2.081	5.388	0.897
2.447	7.749	0.479
1.62	7.083	0.958
7.064	0.652	6.591
8.239	0.547	7.958
1.731	6.385	0.828
2.223	4.218	1.423
2.639	6.22	1.085
2.509	5.34	0.849
2.062	6.585	0.709
2.382	6.803	0.602
0.157	8.187	3.057
1.705	7.215	1.026
2.027	7.512	0.358
1.092	5.749	1.842
1.773	6.141	0.812
3.804	4.612	1.44
2.377	5.144	0.985
2.112	5.605	0.934
3.126	3.605	2.081
0.274	8.173	2.674
1.364	5.469	2.318
1.472	7.493	0.962
1.915	5.661	1.141
2.855	4.364	1.133
3.659	2.824	1.993
2.329	6.393	0.552
0.844	7.236	2.011
1.804	5.767	1.185
1.711	6.493	0.851
2.129	5.645	0.711
1.944	7.122	0.454
2.836	4.778	0.876
2.03	7.545	0.364
2.693	3.571	1.753
1.638	7.897	0.755
6.657	0.722	5.595
2.586	7.151	0.461
2.04	7.672	0.502
1.478	7.172	1.022
6.871	0.626	6.236
2.641	4.427	1.577
1.915	5.801	1.1
2.256	6.056	0.518
1.445	6.468	1.066
1.837	5.208	1.329
1.548	6.597	1.142
2.671	3.994	1.456
2.386	5.536	0.669
3.178	5.348	1.41
2.222	5.626	0.701
2.411	6.849	0.552
1.385	7.364	1.17
2.436	7.717	0.435
1.743	7.391	0.581
2.484	4.599	1.703
2.451	4.388	2.041
1.352	7.579	1.048
3.631	2.507	2.578
7.275	0.625	6.419
1.683	7.271	0.57
2.484	5.19	0.876
2.953	4.862	1.248
2.07	6.753	0.688
1.85	6.038	0.906
2.676	5.602	1.391
2.903	4.541	1.393
2.04	6.171	0.712
1.942	7.425	0.459
2.722	5.301	0.894
0.376	7.954	3.03
1.248	7.111	2.471
0.236	8.683	3.02
2.096	7.481	0.685
2.289	5.688	0.696
3.103	4.429	1.563
2.551	7.036	0.462
2.896	3.592	1.787
2.131	7.243	0.436
1.874	7.062	0.576
1.749	6.761	0.999
1.923	6.592	0.529
2.864	3.15	1.902
1.373	6.3	0.94
1.398	7.493	0.63
2.042	5.291	0.905
2.698	5.258	0.941
2.898	5.973	0.873
2.352	5.595	1.115
0.323	8.705	2.844
2.229	7.128	0.627
2.048	4.611	1.215
1.978	6.719	0.554
3.13	4.578	1.19
2.031	7.27	0.597
1.957	5.628	1.026
2.668	6.243	0.281
1.954	6.794	0.664
0.366	8.685	2.11
2.688	5.303	0.672
2.703	3.981	1.451
2.014	6.653	0.429
2.475	4.38	1.369
1.361	7.139	1.179
2.271	6.633	0.471
1.861	6.353	0.868
1.685	6.079	1.092
1.77	6.15	1.806
0.263	8.956	2.704
0.661	6.142	2.642
1.813	5.454	0.892
0.674	7.471	2.226
2.24	6.526	0.484
2.344	6.875	1.518
1.848	6.771	0.83
2.113	7.658	0.743
3.357	3.622	2.167
3.453	2.551	2.4
3.886	2.432	2.252
7.831	0.381	6.284
8.017	0.334	6.127
2.875	6.459	1.437
2.684	6.053	1.081
9.274	0.652	6.401
9.193	0.4	7.373
7.519	0.498	6.98
8.103	0.392	6.228
6.674	0.871	4.351
7.625	0.466	6.514
7.187	0.713	5.977
2.043	6.247	0.952
1.002	7.167	1.559
1.236	7.717	1.015
1.774	7.102	0.725
1.932	6.724	0.536
3.407	2.63	2.684
1.811	6.001	1.001
4.173	2.811	2.079
0.966	7.789	1.126
1.924	6.565	0.951
0.479	7.506	2.38
2.452	5.916	0.798
1.74	5.971	0.818
2.666	5.158	0.679
0.638	8.356	2.377
1.535	6.693	1.152
2.924	6.816	0.339
2.149	6.077	0.672
2.113	5.275	2.043
0.867	7.331	1.536
2.342	5.225	1.071
1.814	5.55	0.854
1.341	7.269	0.931
1.734	6.642	0.693
3.612	2.828	2.124
1.69	7.765	0.606
1.689	6.217	0.905
1.659	7.528	0.676
2.382	7.17	0.688
2.345	6.081	1.003
1.63	7.106	1.146
2.422	5.41	0.791
2.337	7.022	0.405
1.726	5.806	0.819
3.473	5.13	1.831
2.572	3.919	1.495
1.741	7.18	0.98
2.83	4.23	1.547
1.616	7.452	0.506
2.718	4.527	0.847
1.769	7.404	0.857
2.272	6.885	0.663
1.739	5.664	1.357
1.398	6.513	0.839
1.489	7.772	0.811
1.962	6.445	0.693
1.73	6.808	0.766
1.168	6.709	1.153
1.98	6.335	0.498
2.66	7.116	0.19
7.635	0.601	6.958
2.32	7.11	0.577
2.304	6.058	1.43
1.274	6.481	0.92
2.579	4.771	1.375
1.164	7.202	1.02
2.538	6.844	0.381
2.708	6.54	0.684
2.509	5.0	0.867
2.885	3.629	1.752
2.236	5.612	1.292
1.431	7.622	1.716
0.482	7.681	2.367
3.521	3.222	2.187
1.489	6.228	1.24
2.032	7.048	0.419
3.077	4.0	1.302
1.952	5.822	0.611
2.75	4.393	1.35
7.96	0.809	6.61
8.694	0.294	7.616
8.519	0.69	7.466
8.896	0.62	8.486
10.854	0.548	9.984
6.596	0.601	5.697
6.291	0.979	4.386
8.726	0.361	7.584
8.07	0.44	7.187
10.271	0.504	9.098
7.3	0.466	6.318
9.269	0.772	8.502
9.944	0.621	8.106
7.307	0.625	5.828
8.614	0.371	7.368
7.238	0.534	6.675
8.449	0.467	7.689
8.358	0.278	6.899
8.863	0.585	8.336
8.257	0.574	7.599
7.733	0.641	6.875
9.771	0.471	7.617
9.021	0.509	6.656
7.933	0.534	6.799
8.897	0.419	7.425
8.361	0.614	6.796
7.555	0.484	6.8
7.011	0.642	5.475
10.308	0.431	9.119
8.863	0.935	8.135
10.231	0.405	9.047
8.058	0.453	6.967
9.038	0.71	8.521
9.014	0.642	8.371
8.57	0.576	6.544
8.488	0.541	7.215
7.09	0.752	5.962
9.578	0.378	8.246
7.151	0.586	5.406
7.647	0.737	7.534
7.736	0.418	6.983
7.378	0.638	5.518
9.019	0.487	7.831
6.332	0.783	5.743
9.014	0.651	7.08
8.065	0.468	7.058
8.929	0.27	7.536
9.035	0.422	7.467
8.42	0.781	7.576
9.143	0.123	7.826
8.036	0.484	5.962
7.729	0.429	6.713
8.546	0.561	7.451
7.834	0.26	6.439
7.687	0.603	6.574
8.139	0.4	6.954
7.122	0.512	6.585
7.427	0.591	5.579
2.32	7.451	0.319
2.378	4.889	0.936
1.005	7.47	2.232
2.816	3.4	1.863
1.306	7.041	1.246
2.489	5.574	0.672
1.602	6.556	1.684
3.177	5.099	1.261
2.479	6.829	0.38
1.942	6.82	0.517
2.288	6.539	1.146
2.14	7.349	0.598
1.783	6.424	0.561
3.133	4.416	1.391
2.526	3.632	1.789
2.281	5.412	0.947
1.371	6.967	0.927
3.071	3.034	2.19
10.406	0.882	9.158
8.587	0.494	7.434
1.726	5.431	1.484
1.776	7.006	0.944
1.759	5.015	1.206
0.68	6.463	1.948
1.342	7.355	0.985
2.231	6.867	1.062
1.928	6.408	0.612
1.304	7.093	0.97
1.428	7.826	0.761
2.138	4.127	1.438
1.984	7.846	0.395
1.525	6.607	1.025
1.403	5.744	1.327
1.17	6.995	2.059
2.164	6.106	0.55
7.934	0.662	7.59
10.241	0.991	9.808
1.834	5.721	1.046
2.247	6.132	1.034
1.749	4.701	1.995
1.229	6.695	1.336
1.097	7.918	0.892
1.818	5.318	1.369
1.45	7.087	0.757
1.932	7.383	0.454
2.811	4.034	1.229
2.966	4.934	0.775
6.834	0.846	6.873
8.255	0.74	5.897
1.608	6.769	0.664
1.294	7.421	0.88
4.497	2.127	3.013
7.426	0.693	5.589
1.369	7.792	0.858
0.394	7.828	2.784
1.734	7.67	0.517
1.509	6.24	0.971
1.399	6.779	1.162
8.871	0.355	7.684
7.268	0.435	6.274
10.24	1.166	9.932
6.168	0.778	5.149
9.431	0.28	8.043
1.757	6.632	0.625
7.454	0.425	6.083
2.297	6.972	0.683
4.715	3.256	2.712
3.223	5.771	0.335
1.56	6.025	0.947
2.475	5.991	1.068
2.994	2.904	2.76
2.279	5.398	0.851
0.163	8.696	3.24
2.091	4.916	1.435
0.98	6.686	1.853
2.555	4.071	1.518
1.529	6.839	1.279
1.113	7.834	0.881
2.745	5.148	0.675
2.178	5.15	1.176
9.34	0.592	8.619
1.86	7.041	0.604
2.591	5.403	0.748
2.629	6.235	1.311
1.965	4.398	1.877
1.825	7.956	0.753
0.499	8.303	2.73
1.714	6.892	0.892
7.597	0.531	7.079
2.862	6.364	0.538
2.924	4.615	0.99
2.474	5.906	0.465
1.571	6.61	1.232
1.608	6.83	0.662
2.908	4.233	1.001
3.074	5.933	1.39
1.471	6.077	1.149
2.815	4.21	1.351
2.602	5.433	0.532
7.063	0.511	5.95
1.984	5.342	1.193
2.119	6.03	1.631
2.091	6.585	0.535
2.499	6.628	0.723
1.857	7.819	0.452
2.104	6.008	0.839
0.517	8.76	2.155
0.881	7.236	1.161
1.606	7.59	0.681
1.81	5.146	1.417
2.4	7.732	0.376
2.438	5.452	0.819
3.027	3.414	1.987
1.892	5.99	0.621
1.877	6.682	0.892
2.657	4.855	1.249
3.033	3.658	1.633
0.466	8.073	2.47
0.476	8.355	2.574
0.981	8.012	2.77
0.734	7.224	1.823
0.667	7.773	2.909
0.587	6.96	2.488
1.423	4.905	2.361
0.759	5.891	2.978
0.523	7.143	3.041
0.174	8.827	2.779
0.592	6.719	2.046
1.901	5.741	0.92
0.765	6.219	1.594
0.224	9.019	2.736
0.186	8.146	3.119
0.719	6.176	2.031
0.767	8.195	2.918
0.711	6.9	2.772
0.435	7.876	3.187
1.52	5.989	1.11
1.086	7.991	1.668
0.701	7.949	1.556
0.342	8.241	3.242
0.568	7.132	1.957
0.83	6.601	1.73
0.275	7.852	2.997
0.553	7.768	2.308
0.143	8.591	3.27
2.572	6.149	0.513
0.305	7.292	2.773
0.351	8.408	2.35
0.887	6.658	1.714
0.434	7.694	2.69
0.39	8.756	2.236
1.308	7.412	1.139
0.717	6.334	3.494
1.455	6.234	1.656
0.936	6.091	2.055
1.234	7.7	2.973
0.216	8.246	2.644
0.2	8.404	2.616
0.456	6.728	2.812
0.953	8.006	2.654
0.269	8.256	2.127
0.445	7.855	3.011
0.961	7.3	3.686
0.401	7.068	3.23
0.784	7.725	2.696
0.281	7.756	2.657
0.638	7.565	2.293
0.531	7.087	2.879
1.233	5.819	1.657
0.405	7.935	2.879
0.626	6.889	2.264
0.226	7.391	3.253
0.524	7.165	1.826
0.125	9.105	3.079
0.622	6.87	2.533
0.581	7.6	1.688
3.423	3.542	1.682
0.412	8.215	2.883
0.669	7.0	1.774
0.767	8.239	1.281
0.824	5.88	2.372
0.777	6.17	2.44
0.781	6.825	1.572
0.285	7.542	2.513
0.839	6.585	2.132
0.922	5.965	2.092
0.432	8.352	2.366
2.514	6.426	0.362
0.82	7.536	2.319
0.395	8.576	2.339
1.234	5.916	1.678
0.197	9.107	2.654
1.104	6.956	2.548
0.743	6.345	2.266
1.072	8.664	1.694
0.566	7.346	2.147
1.373	6.223	1.348
0.744	7.549	2.771
1.003	5.955	2.732
1.615	6.699	0.942
0.295	8.193	2.713
2.097	6.368	0.741
2.173	6.24	1.377
0.457	8.278	3.101
0.496	7.195	2.693
0.908	6.699	2.961
0.997	7.294	1.058
0.702	6.806	1.919
0.625	6.515	3.304
0.667	7.364	3.404
0.385	8.062	2.167
0.616	7.811	3.182
1.152	6.432	2.093
0.803	8.02	2.659
1.168	4.94	3.093
0.556	8.139	2.232
0.661	8.152	1.945
0.439	8.099	2.715
0.39	7.782	2.77
0.611	7.137	3.68
0.398	8.629	3.459
0.673	7.131	2.742
0.567	7.913	2.084
0.252	8.01	2.469
0.683	6.682	3.565
0.516	8.198	2.199
0.186	8.722	2.72
0.297	7.582	2.876
0.906	7.708	1.182
0.393	8.865	3.257
1.548	6.209	1.189
2.124	6.506	0.808
0.428	8.69	2.052
0.426	7.721	2.082
0.287	8.711	2.873
0.603	7.398	2.266
0.235	9.11	2.583
0.305	7.435	3.012
0.263	8.302	3.235
0.879	7.045	3.766
0.35	8.292	2.566
0.699	6.669	3.019
0.666	7.011	2.184
0.618	7.769	1.84
0.807	6.046	3.342
0.114	8.84	2.86
0.721	8.159	2.02
1.425	4.886	2.321
0.442	7.819	2.199
0.289	8.931	2.198
0.525	8.24	2.5
0.477	8.284	2.215
0.479	8.045	1.954
2.072	4.273	1.504
0.467	8.824	2.814
0.215	8.55	3.217
0.692	6.573	2.956
0.413	8.49	2.162
1.057	6.532	1.774
0.209	8.35	3.158
0.791	6.297	2.763
0.423	7.617	3.121
1.174	5.201	2.569
0.277	8.546	2.941
1.139	7.594	2.771
0.662	8.101	2.642
0.538	7.193	2.438
0.836	6.591	2.965
1.261	5.447	1.446
0.364	7.774	2.157
0.338	7.466	3.167
1.178	7.634	2.461
0.395	8.898	2.189
0.623	8.11	3.775
0.396	7.906	2.525
0.227	8.459	2.744
0.921	5.945	2.62
0.653	7.456	1.959
0.491	8.212	3.043
0.23	8.437	2.897
0.246	8.011	3.087
0.36	7.174	3.022
0.503	7.982	2.141
0.66	6.226	2.564
0.504	7.639	3.327
0.098	9.36	3.419
0.35	8.208	3.196
0.595	6.919	2.687
1.622	6.077	0.916
0.65	8.202	1.989
0.238	8.579	3.139
0.717	7.422	1.865
0.438	7.865	2.285
0.46	7.745	2.923
2.571	3.064	2.339
0.39	8.717	2.723
0.643	7.261	3.486
0.927	5.888	2.677
1.907	6.061	1.269
0.487	6.692	2.84
0.668	6.999	2.142
0.316	7.738	2.622
2.187	5.478	1.271
0.662	8.193	2.47
0.524	8.151	1.805
0.305	7.745	2.936
0.256	7.464	3.221
0.683	6.18	2.318
0.118	9.229	3.494
0.881	6.403	3.142
0.993	5.887	2.88
0.121	8.606	2.599
0.585	7.158	3.113
0.43	8.125	2.759
0.371	7.813	2.567
0.621	8.171	2.512
0.339	8.068	3.5
0.46	7.558	2.059
0.319	8.427	3.093
0.79	6.704	1.637
0.469	7.433	2.489
2.69	5.95	1.43
0.413	8.428	2.862
0.701	6.088	3.188
0.379	7.66	2.06
0.503	8.756	2.904
1.221	7.671	2.333
1.096	7.531	1.186
0.607	7.183	1.55
0.094	9.434	3.159
0.375	8.592	3.574
1.645	7.239	1.169
0.832	6.657	3.141
0.355	7.713	2.202
0.126	8.954	2.772
0.291	8.473	3.002
0.852	6.828	3.29
0.367	8.374	2.981
0.445	7.307	2.874
0.701	7.032	2.867
2.022	7.434	0.573
2.041	5.876	0.707
1.55	7.328	0.934
0.534	7.992	2.388
0.299	7.917	2.475
0.295	8.849	2.203
0.408	7.727	2.776
1.111	6.583	2.573
0.478	7.39	2.567
0.376	8.386	2.17
1.416	6.562	1.105
1.62	5.164	1.218
0.77	8.231	1.319
0.576	6.588	2.72
1.228	6.918	3.149
1.097	5.326	3.152
0.228	8.657	2.34
0.334	7.29	3.304
0.372	8.875	2.492
0.183	8.41	2.935
0.527	7.534	2.441
2.653	5.103	0.772
11.069	0.797	9.526
3.283	6.385	0.342
1.878	7.711	0.498
1.724	5.934	1.435
2.211	7.077	0.443
1.763	6.207	0.698
1.835	7.566	0.534
2.531	7.927	0.332
2.158	5.183	1.548
1.87	5.573	1.547
2.625	4.69	1.134
2.083	5.759	0.746
3.273	3.686	1.29
3.173	5.792	0.717
2.249	5.948	0.868
2.324	5.863	0.954
1.927	6.905	0.972
2.838	6.192	0.855
2.145	4.557	1.729
1.869	6.872	0.577
2.986	6.385	1.059
2.343	6.458	1.371
2.078	7.161	0.505
2.31	7.401	0.552
1.38	7.529	3.425
7.961	0.402	6.793
9.145	0.626	8.797
9.03	0.641	6.646
7.371	0.653	6.134
2.953	6.372	1.3
0.422	8.115	2.501
0.288	8.824	3.036
0.267	8.132	2.944
1.928	4.834	4.262
0.322	7.834	2.765
0.25	8.524	2.731
0.23	8.353	3.263
0.597	7.155	2.871
0.792	7.123	1.931
0.855	5.952	2.173
0.535	8.134	1.804
5.488	1.716	4.296
0.496	8.022	1.883
1.008	6.618	1.4
2.843	4.008	1.608
8.146	0.944	6.701
1.94	6.087	0.656
3.555	4.999	1.287
3.048	4.223	1.082
2.848	5.443	0.926
0.387	8.312	1.946
2.327	7.864	0.301
1.349	6.741	1.174
2.024	5.66	0.77
2.127	7.11	0.51
2.561	7.137	0.193
2.272	7.446	0.537
1.814	7.943	0.476
1.734	6.722	0.566
1.9	6.996	0.635
2.4	6.846	0.421
2.412	6.69	0.616
1.425	7.714	0.635
2.013	5.884	0.725
3.024	4.232	1.121
2.521	5.584	1.06
2.66	5.939	1.7
2.312	7.074	0.447
2.476	7.389	1.0
1.968	7.463	0.934
2.111	5.481	0.768
1.744	5.935	0.944
1.831	6.507	0.557
3.386	6.502	0.413
1.716	6.471	0.722
7.186	0.619	6.601
2.545	5.411	0.694
1.925	6.26	0.764
1.686	7.19	0.862
2.496	6.203	0.405
1.109	6.832	1.316
2.591	6.412	0.932
1.294	6.698	1.119
2.949	3.297	1.75
1.691	5.938	1.127
2.887	3.538	1.697
1.461	6.675	0.829
3.38	4.905	0.737
2.909	5.256	0.984
1.973	7.663	0.456
2.144	6.106	0.558
2.17	5.124	1.027
2.341	6.579	0.416
2.099	7.109	0.429
1.986	5.934	0.969
2.401	5.8	0.569
2.084	5.649	1.543
2.484	6.847	0.618
1.75	6.618	0.712
2.365	6.395	0.353
7.687	0.595	5.927
2.71	6.441	0.296
1.788	7.277	0.63
1.689	6.516	1.255
1.785	6.817	0.747
4.335	1.753	3.703
3.401	5.969	0.903
3.061	3.529	2.006
3.362	3.955	1.158
2.666	6.462	0.85
1.566	6.39	0.93
1.294	7.137	0.873
1.757	5.172	1.256
2.599	6.865	0.445
1.887	5.151	1.404
2.419	3.934	1.79
2.091	5.883	0.656
3.038	5.22	0.528
2.386	5.409	1.381
2.549	6.237	1.11
1.606	6.808	1.388
1.372	6.693	1.476
3.323	3.514	1.413
1.769	6.965	0.664
1.965	5.884	0.927
1.431	6.281	1.098
2.529	6.287	0.375
2.365	5.759	1.606
2.194	4.485	1.193
2.734	7.579	0.142
1.484	7.561	0.754
1.196	6.374	1.006
2.857	3.692	1.487
4.178	2.398	3.047
1.982	6.855	0.533
3.341	3.301	1.524
1.378	5.815	1.072
2.108	6.115	0.942
1.299	7.254	0.776
1.556	7.095	0.807
3.666	4.612	0.904
1.644	7.633	0.547
1.694	6.358	0.814
0.884	7.403	3.791
2.907	6.619	0.885
3.642	3.287	1.669
1.349	6.053	1.184
2.768	3.295	2.646
3.048	5.1	1.462
2.715	5.499	1.282
2.267	3.828	1.968
1.632	6.318	0.832
2.086	6.411	0.433
1.187	6.867	1.035
2.27	6.073	1.057
1.133	7.446	1.649
2.247	5.874	0.635
2.302	5.036	1.011
0.246	8.371	3.118
2.258	7.482	0.316
2.372	6.504	0.437
2.136	6.549	0.686
2.917	6.38	0.808
2.649	4.656	1.088
1.632	6.102	1.316
2.81	5.554	1.286
1.753	5.874	1.226
2.793	7.866	0.679
2.49	5.153	0.89
1.514	4.548	1.836
2.973	4.624	1.112
1.659	5.91	1.444
2.482	5.751	0.658
1.706	6.598	1.349
2.354	5.403	0.89
1.713	6.431	0.73
1.278	8.077	0.742
2.064	5.85	0.679
1.742	6.006	1.461
1.234	7.294	1.655
1.975	7.249	0.464
2.219	4.905	1.103
2.844	4.684	1.389
1.935	7.194	0.676
1.592	7.175	0.511
2.879	6.605	0.415
2.353	5.703	0.938
2.438	3.904	1.427
1.647	7.498	0.739
3.098	4.476	0.955
3.292	2.407	2.355
2.109	7.312	0.462
0.835	7.177	1.553
2.134	4.36	1.704
1.995	7.097	0.537
1.929	6.85	0.744
2.173	5.779	1.032
1.753	6.291	0.708
2.112	7.554	0.45
2.339	6.907	0.459
2.831	3.82	2.207
2.629	5.494	1.019
2.783	4.988	1.113
2.591	6.895	0.519
2.504	5.951	0.81
2.261	7.006	0.43
1.54	5.748	1.209
2.345	5.029	1.324
0.282	8.046	3.48
2.163	7.152	0.425
0.45	7.782	3.084
2.064	5.038	1.985
1.786	6.582	0.654
1.816	7.615	0.38
2.1	5.113	1.355
2.948	6.037	0.432
2.848	5.817	0.509
2.993	6.298	0.383
3.01	5.083	0.722
1.949	5.008	1.094
1.983	5.898	0.875
1.845	7.476	0.814
1.255	6.771	0.978
1.834	7.274	0.658
7.727	0.944	6.927
2.939	5.525	1.089
2.953	3.25	1.945
2.973	4.818	0.966
2.033	5.451	0.723
1.776	6.19	0.941
1.658	6.422	0.856
1.247	5.74	1.721
1.934	6.164	0.714
1.885	7.413	0.547
2.451	5.991	0.934
1.846	6.078	0.901
2.276	6.247	0.607
2.204	6.008	0.592
1.36	7.253	1.056
1.741	7.517	0.483
1.637	7.053	0.774
1.777	6.994	0.681
1.913	6.908	0.571
2.135	6.498	0.648
2.879	4.308	1.468
2.36	4.084	1.784
2.954	6.075	0.858
2.181	6.149	0.421
3.721	2.915	2.106
8.1	0.372	6.657
7.889	0.322	6.829
0.715	7.774	2.421
2.809	5.521	0.795
2.611	5.427	1.048
6.36	1.119	5.586
0.584	7.341	2.181
0.981	7.285	1.896
2.288	5.939	0.492
2.003	6.232	0.92
2.497	6.616	1.11
2.743	4.283	1.393
2.482	6.013	0.6
3.16	4.296	0.934
3.075	5.657	0.795
1.336	7.194	0.923
2.271	4.795	1.105
2.043	6.682	0.567
0.907	6.879	3.513
3.847	2.873	2.728
2.128	6.019	0.989
1.756	5.631	0.81
2.142	6.786	0.768
2.077	6.687	0.907
1.971	6.359	0.647
1.423	7.195	0.868
8.859	0.31	7.417
8.394	0.336	7.232
9.881	0.494	7.965
